Data,Categoria,Subcategoria
03/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
03/01/2025,APOIO OU REFORÇO,APOIO OU REFORÇO
03/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
03/01/2025,FURTO,FURTO
03/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
03/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
03/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
03/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
03/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
03/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
03/01/2025,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
03/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
03/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
03/01/2025,AMEAÇA,AMEAÇA
03/01/2025,VIAS DE FATO,VIAS DE FATO
03/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
03/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
03/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
03/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
03/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
03/01/2025,APOIO OU REFORÇO,APOIO OU REFORÇO
03/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
03/01/2025,ASSISTÊNCIA HUMANITÁRIA,ASSISTÊNCIA HUMANITÁRIA
03/01/2025,APOIO OU REFORÇO,APOIO OU REFORÇO
03/01/2025,COMUNICAÇÃO DE CRIME AMBIENTAL,COMUNICAÇÃO DE CRIME AMBIENTAL
03/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
03/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
04/01/2025,ACIDENTE DE TRÂNSITO SEM VÍTIMA,ACIDENTE DE TRÂNSITO SEM VÍTIMA
04/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
03/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
04/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
04/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
04/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
04/01/2025,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
04/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
04/01/2025,ROUBO,ROUBO
04/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
04/01/2025,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
04/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
04/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
04/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
04/01/2025,FURTO,FURTO
04/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
04/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
04/01/2025,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
04/01/2025,APOIO OU REFORÇO,APOIO OU REFORÇO
04/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
04/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
04/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
04/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
04/01/2025,COMUNICAÇÃO DE CRIME AMBIENTAL,COMUNICAÇÃO DE CRIME AMBIENTAL
05/01/2025,ACIDENTE DE TRÂNSITO COM VÍTIMA,ACIDENTE DE TRÂNSITO COM VÍTIMA
04/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
05/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
05/01/2025,APOIO A OUTROS ÓRGÃOS/APOIO OU REFORÇO,APOIO A OUTROS ÓRGÃOS/APOIO OU REFORÇO
05/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
05/01/2025,DEPREDAÇÃO,DEPREDAÇÃO
05/01/2025,APOIO A OUTROS ÓRGÃOS/DANO,APOIO A OUTROS ÓRGÃOS/DANO
05/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
05/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
05/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
05/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
05/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
05/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
05/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
05/01/2025,DANO,DANO
05/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
05/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
05/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
05/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
05/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
05/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
05/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
05/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
05/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
05/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
05/01/2025,APOIO OU REFORÇO,APOIO OU REFORÇO
05/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
05/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
05/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
05/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
06/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
06/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
06/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
06/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
06/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
06/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
06/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
06/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
06/01/2025,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
06/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
06/01/2025,ORDEM DE POLICIAMENTO,ORDEM DE POLICIAMENTO
06/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
06/01/2025,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
06/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
06/01/2025,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
06/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
06/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
06/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
06/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
06/01/2025,AMEAÇA/APOIO A OUTROS ÓRGÃOS,AMEAÇA/APOIO A OUTROS ÓRGÃOS
06/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
06/01/2025,DEPREDAÇÃO,DEPREDAÇÃO
06/01/2025,DANO,DANO
07/01/2025,DESAPARECIMENTO DE PESSOA,DESAPARECIMENTO DE PESSOA
06/01/2025,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
07/01/2025,DENÚNCIA,DENÚNCIA
07/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
07/01/2025,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO,PERTURBAÇÃO DO TRABALHO OU DO SOSSEGO ALHEIO
07/01/2025,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
07/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
07/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
07/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
07/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
07/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
07/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
07/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
07/01/2025,AMEAÇA/APOIO OU REFORÇO,AMEAÇA/APOIO OU REFORÇO
07/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
07/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
07/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
07/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
07/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
07/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
08/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
08/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
07/01/2025,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA,ABORDAGEM A PESSOAS EM ATITUDE SUSPEITA
08/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
08/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
08/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
08/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
08/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
08/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
08/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
08/01/2025,ABORDAGEM A VEÍCULO,ABORDAGEM A VEÍCULO
08/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
08/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
08/01/2025,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO,AVERIGUAÇÃO EM CHAMADA PARA ATENDIMENTO
08/01/2025,VIOLÊNCIA DOMÉSTICA,VIOLÊNCIA DOMÉSTICA
08/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
08/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
08/01/2025,APOIO A OUTROS ÓRGÃOS,APOIO A OUTROS ÓRGÃOS
09/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
09/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
09/01/2025,DANO/FURTO,DANO/FURTO
09/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
09/01/2025,PATRULHAMENTO PREVENTIVO,PATRULHAMENTO PREVENTIVO
09/01/2025,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA,VIOLÊNCIA DOMÉSTICA CONTRA A MULHER/MARIA DA PENHA
